model,prompt_type,language,cefr,file,repetitive_words_removed,invalid_sentences_removed,long_words_removed,invalid_char_words_removed
google--gemma-3-4b-it,constrained,Lithuanian,C1,0217-013928.json,1,2,0,1
google--gemma-3-4b-it,constrained,Lithuanian,C1,0217-003946.json,0,2,0,6
google--gemma-3-4b-it,constrained,Lithuanian,C1,0217-011906.json,1,0,0,0
google--gemma-3-4b-it,constrained,Lithuanian,C1,0216-234605.json,0,3,0,3
google--gemma-3-4b-it,constrained,Lithuanian,C1,0217-001029.json,1,8,0,9
google--gemma-3-4b-it,constrained,Lithuanian,C1,0217-002450.json,1,4,0,5
google--gemma-3-4b-it,constrained,Lithuanian,C1,0217-013315.json,1,19,0,9
google--gemma-3-4b-it,constrained,Lithuanian,C1,0217-002824.json,1,0,0,3
google--gemma-3-4b-it,constrained,Lithuanian,C1,0217-013012.json,920,3,0,3
google--gemma-3-4b-it,constrained,Lithuanian,C1,0217-012307.json,0,1,0,3
google--gemma-3-4b-it,constrained,Lithuanian,C1,0217-010043.json,0,4,0,6
google--gemma-3-4b-it,constrained,Lithuanian,C1,0217-003210.json,0,4,0,9
google--gemma-3-4b-it,constrained,Lithuanian,C1,0216-232229.json,0,5,0,4
google--gemma-3-4b-it,constrained,Lithuanian,C1,0217-001720.json,0,4,0,2
google--gemma-3-4b-it,constrained,Lithuanian,C1,0216-233103.json,0,2,0,14
google--gemma-3-4b-it,constrained,Lithuanian,C1,0216-235451.json,2,7,0,15
google--gemma-3-4b-it,constrained,Lithuanian,C1,0217-004503.json,0,2,0,0
google--gemma-3-4b-it,constrained,Lithuanian,C1,0216-234044.json,3,4,0,1
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-212847.json,0,1,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-213114.json,1,0,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-212557.json,0,1,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-214556.json,2,0,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-213023.json,0,1,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-214051.json,1,0,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-214643.json,0,1,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-213157.json,0,0,0,2
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-213328.json,0,2,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-213807.json,1,1,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-213234.json,0,0,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-212054.json,3,0,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-214206.json,5,0,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-214506.json,2,1,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-211750.json,0,0,0,1
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-212926.json,0,1,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-214253.json,0,1,0,1
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-212405.json,0,0,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-214344.json,0,0,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-212637.json,0,0,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-212136.json,0,0,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-213911.json,0,1,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-213513.json,0,0,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-213417.json,1,0,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-213648.json,0,1,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-212736.json,1,0,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-212457.json,1,0,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-212322.json,1,0,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-213600.json,0,2,0,0
google--gemma-3-4b-it,constrained,Lithuanian,A1,0216-213953.json,0,1,0,0
google--gemma-3-4b-it,regular,English,B1,0215-214811.json,0,0,0,0
google--gemma-3-4b-it,regular,English,B1,0215-220413.json,0,0,0,0
google--gemma-3-4b-it,regular,English,B1,0215-214250.json,0,4,0,0
google--gemma-3-4b-it,regular,English,B1,0215-224312.json,1,52,0,0
google--gemma-3-4b-it,regular,English,B1,0215-220207.json,0,0,0,0
google--gemma-3-4b-it,regular,English,B1,0215-220618.json,0,48,0,0
google--gemma-3-4b-it,regular,English,B1,0215-222208.json,0,52,0,1
google--gemma-3-4b-it,regular,English,B1,0215-221853.json,0,2,0,0
google--gemma-3-4b-it,regular,English,B1,0215-222835.json,1,56,0,0
google--gemma-3-4b-it,regular,English,B1,0215-223527.json,0,2,0,1
google--gemma-3-4b-it,regular,English,B1,0215-214035.json,0,71,0,0
google--gemma-3-4b-it,regular,English,B1,0215-215249.json,0,52,0,0
google--gemma-3-4b-it,regular,English,B1,0215-220859.json,0,1,0,2
google--gemma-3-4b-it,regular,English,B1,0215-223308.json,1,52,0,1
google--gemma-3-4b-it,regular,English,B1,0215-223800.json,1,1,0,0
google--gemma-3-4b-it,regular,English,B1,0215-222422.json,0,42,0,0
google--gemma-3-4b-it,regular,English,B1,0215-223108.json,0,4,0,0
google--gemma-3-4b-it,regular,English,B1,0215-224517.json,1,57,0,0
google--gemma-3-4b-it,regular,English,B1,0215-224132.json,0,53,0,0
google--gemma-3-4b-it,regular,English,B1,0215-222655.json,0,2,0,4
google--gemma-3-4b-it,regular,English,B1,0215-220019.json,0,1,0,0
google--gemma-3-4b-it,regular,English,B1,0215-213636.json,1,6,0,2
google--gemma-3-4b-it,regular,English,B1,0215-221123.json,0,1,0,0
google--gemma-3-4b-it,regular,English,B1,0215-215041.json,0,2,0,0
google--gemma-3-4b-it,regular,English,B1,0215-221707.json,0,2,0,0
google--gemma-3-4b-it,regular,English,B1,0215-215740.json,0,4,0,0
google--gemma-3-4b-it,regular,English,B1,0215-223959.json,0,57,0,0
google--gemma-3-4b-it,regular,English,B1,0215-222040.json,1,1,0,0
google--gemma-3-4b-it,regular,English,B1,0215-221357.json,1,3,0,0
google--gemma-3-4b-it,regular,English,B1,0215-215459.json,0,1,0,0
google--gemma-3-4b-it,regular,English,C1,0215-233523.json,1,4,0,15
google--gemma-3-4b-it,regular,English,C1,0215-233958.json,0,2,0,1
google--gemma-3-4b-it,regular,English,C1,0215-235820.json,5,3,0,0
google--gemma-3-4b-it,regular,English,C1,0215-235112.json,2,4,0,2
google--gemma-3-4b-it,regular,English,C1,0216-001408.json,0,0,0,1
google--gemma-3-4b-it,regular,English,C1,0216-001645.json,0,1,0,0
google--gemma-3-4b-it,regular,English,C1,0216-002514.json,945,11,0,8
google--gemma-3-4b-it,regular,English,C1,0215-230802.json,0,2,0,0
google--gemma-3-4b-it,regular,English,C1,0215-234424.json,0,0,0,0
google--gemma-3-4b-it,regular,English,C1,0216-002108.json,1,1,0,0
google--gemma-3-4b-it,regular,English,C1,0215-234753.json,0,3,0,1
google--gemma-3-4b-it,regular,English,C1,0216-001112.json,0,9,0,8
google--gemma-3-4b-it,regular,English,C1,0215-233204.json,1,4,0,12
google--gemma-3-4b-it,regular,English,C1,0215-225154.json,0,1,0,0
google--gemma-3-4b-it,regular,English,C1,0216-000818.json,0,0,0,10
google--gemma-3-4b-it,regular,English,C1,0215-232135.json,0,2,0,0
google--gemma-3-4b-it,regular,English,C1,0215-232521.json,0,9,0,1
google--gemma-3-4b-it,regular,English,C1,0215-225955.json,1,2,0,1
google--gemma-3-4b-it,regular,English,C1,0215-225604.json,0,4,0,2
google--gemma-3-4b-it,regular,English,C1,0215-232854.json,0,2,0,1
google--gemma-3-4b-it,regular,English,C1,0215-234213.json,3,2,0,1
google--gemma-3-4b-it,regular,English,C1,0215-231813.json,0,4,0,4
google--gemma-3-4b-it,regular,English,C1,0216-000437.json,0,2,0,3
google--gemma-3-4b-it,regular,English,C1,0216-000633.json,0,1,0,0
google--gemma-3-4b-it,regular,English,C1,0215-231127.json,0,0,0,1
google--gemma-3-4b-it,regular,English,C1,0215-230416.json,0,1,0,0
google--gemma-3-4b-it,regular,English,C1,0215-231513.json,1,2,0,0
google--gemma-3-4b-it,regular,English,C1,0216-000131.json,0,3,0,1
google--gemma-3-4b-it,regular,English,C1,0215-224850.json,0,5,0,7
google--gemma-3-4b-it,regular,English,C1,0216-002826.json,0,4,0,0
google--gemma-3-4b-it,regular,English,A1,0211-094522.json,0,32,0,0
google--gemma-3-4b-it,regular,English,A1,0211-121001.json,0,56,0,0
google--gemma-3-4b-it,regular,English,A1,0211-113051.json,2,0,0,4
google--gemma-3-4b-it,regular,English,A1,0211-111047.json,0,17,0,1
google--gemma-3-4b-it,regular,English,A1,0211-125824.json,0,31,0,0
google--gemma-3-4b-it,regular,English,A1,0211-130323.json,14,0,0,0
google--gemma-3-4b-it,regular,English,A1,0211-130644.json,0,43,0,0
google--gemma-3-4b-it,regular,English,A1,0211-120039.json,1,46,0,0
google--gemma-3-4b-it,regular,English,A1,0211-125632.json,0,43,0,0
google--gemma-3-4b-it,regular,English,A1,0211-102714.json,0,33,0,0
google--gemma-3-4b-it,regular,English,A1,0211-130135.json,0,2,0,1
google--gemma-3-4b-it,regular,English,A1,0211-095708.json,0,47,0,0
google--gemma-3-4b-it,regular,English,A1,0211-101209.json,0,46,0,0
google--gemma-3-4b-it,regular,English,A1,0211-102011.json,0,49,0,0
google--gemma-3-4b-it,regular,English,A1,0211-090948.json,0,47,0,0
google--gemma-3-4b-it,regular,English,A1,0211-125919.json,2,32,0,0
google--gemma-3-4b-it,regular,English,A1,0211-103432.json,0,26,0,0
google--gemma-3-4b-it,regular,English,A1,0211-113756.json,0,41,0,0
google--gemma-3-4b-it,regular,English,A1,0211-093710.json,0,57,0,1
google--gemma-3-4b-it,regular,English,A1,0211-104157.json,0,39,0,0
google--gemma-3-4b-it,regular,English,A1,0211-092155.json,0,1,0,0
google--gemma-3-4b-it,regular,English,A1,0211-130400.json,0,0,0,2
google--gemma-3-4b-it,regular,English,A1,0211-100438.json,0,34,0,2
google--gemma-3-4b-it,regular,English,A1,0211-105052.json,0,69,0,0
google--gemma-3-4b-it,regular,English,A1,0211-125725.json,0,36,0,0
google--gemma-3-4b-it,regular,English,A1,0211-115254.json,0,38,0,0
google--gemma-3-4b-it,regular,English,A1,0211-111813.json,1,31,0,0
google--gemma-3-4b-it,regular,English,A1,0211-124809.json,1,38,0,0
google--gemma-3-4b-it,regular,English,A1,0211-105815.json,0,39,0,0
google--gemma-3-4b-it,regular,English,A1,0211-114536.json,3,1,0,0
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-021819.json,0,3,0,1
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-024928.json,0,1,0,3
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-024551.json,1,0,0,0
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-015807.json,0,2,0,1
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-012632.json,0,1,0,0
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-023635.json,1,0,0,1
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-023910.json,2,2,0,0
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-022946.json,0,4,0,0
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-021320.json,0,1,0,0
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-015511.json,0,1,0,0
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-013251.json,0,0,0,0
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-014542.json,2,0,0,0
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-021557.json,0,1,0,0
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-014912.json,1,4,0,0
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-013739.json,0,10,0,3
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-020121.json,1,3,0,0
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-020436.json,0,5,0,2
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-012443.json,1,1,0,2
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-022626.json,1,2,0,0
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-020732.json,0,1,0,1
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-024312.json,1,3,0,4
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-020955.json,0,2,0,0
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-013005.json,0,4,0,2
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-014337.json,0,1,0,0
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-023400.json,1,1,0,0
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-022213.json,0,3,0,1
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-015147.json,0,1,0,0
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-013504.json,0,2,0,0
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-014041.json,0,2,0,0
google--gemma-3-4b-it,regular,Lithuanian,B1,0216-023152.json,0,1,0,0
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-035144.json,0,3,0,0
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-035455.json,0,1,0,0
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-031252.json,0,1,0,4
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-043538.json,0,3,0,4
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-034857.json,0,3,0,0
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-042242.json,1,2,0,1
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-030948.json,0,3,0,3
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-042653.json,3,2,0,0
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-032536.json,2,4,0,3
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-033817.json,0,7,0,1
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-044447.json,0,3,0,0
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-025410.json,0,1,0,1
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-040609.json,0,2,0,0
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-035801.json,0,6,0,4
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-031802.json,0,3,0,0
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-034110.json,0,2,0,4
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-041055.json,1,3,0,16
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-042919.json,0,2,0,1
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-030549.json,0,2,0,1
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-040149.json,0,1,0,3
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-033010.json,0,3,0,1
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-045007.json,0,6,0,2
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-034507.json,0,1,0,1
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-032105.json,0,1,0,12
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-043313.json,0,2,0,0
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-043924.json,0,6,0,3
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-041501.json,0,5,0,0
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-041904.json,4,4,0,2
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-025857.json,0,1,0,3
google--gemma-3-4b-it,regular,Lithuanian,C1,0216-033434.json,2,1,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-012234.json,0,2,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-010043.json,0,0,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-005555.json,0,1,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-011548.json,2,0,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-005752.json,0,4,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-005203.json,0,2,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-003848.json,0,0,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-004257.json,0,1,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-010415.json,0,0,0,2
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-004430.json,0,0,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-003655.json,0,0,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-011710.json,0,0,0,1
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-004820.json,0,9,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-005452.json,1,6,0,0
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-011246.json,0,2,0,2
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-003046.json,0,0,0,1
google--gemma-3-4b-it,regular,Lithuanian,A1,0216-011424.json,0,0,0,1
